group_id	group_size	sp_in_grp	seed_ortholog_cnt	Styela_clava.pep	human.pep
5155	9	2	9	evm.model.000022F_arrow_pilon.50.update	ENSG00000204681.11,ENSG00000232569.8,ENSG00000237051.8,ENSG00000232632.8,ENSG00000206511.10,ENSG00000237112.8,ENSG00000206466.10,ENSG00000136928.7
5156	11	2	11	MSTRG.13809.update,evm.model.000200F_arrow_pilon.33.update,evm.model.000025F_arrow_pilon.88.update,evm.model.000319F_arrow_pilon.8.1.update,evm.model.000025F_arrow_pilon.89.update	ENSG00000176153.13,ENSG00000198704.10,ENSG00000233276.8,ENSG00000211445.13,ENSG00000257770.5,ENSG00000224586.7
5157	2	2	2	evm.model.000378F_arrow_pilon.34.update	ENSG00000163166.15
5158	3	2	3	evm.model.000262F_arrow_pilon.3.update	ENSG00000166821.9,ENSG00000131779.11
5159	3	2	3	evm.model.000407F_arrow_pilon.15.update,evm.model.000054F_arrow_pilon.12.update	ENSG00000077514.9
5160	3	2	3	evm.model.000187F_arrow_pilon.2.update	ENSG00000275246.2,ENSG00000185561.10
5161	3	2	3	evm.model.000025F_arrow_pilon.13.update	ENSG00000132570.15,ENSG00000166228.9
5162	4	2	4	evm.model.000027F_arrow_pilon.71.update	ENSG00000185448.12,ENSG00000189132.6,ENSG00000198173.5
5163	3	2	3	evm.model.000015F_arrow_pilon.21.update	ENSG00000135334.9,ENSG00000174574.16
5164	2	2	2	MSTRG.17646.update	ENSG00000179409.11
5165	3	2	3	evm.model.000307F_arrow_pilon.14.update	ENSG00000065802.12,ENSG00000198881.10
5166	2	2	2	evm.model.000006F_arrow_pilon.81.update	ENSG00000115286.21
5167	3	2	3	evm.model.000060F_arrow_pilon.8.update,evm.TU.000073F_arrow_pilon.2	ENSG00000186889.10
5168	4	2	4	evm.model.000031F_arrow_pilon.62.update	ENSG00000147509.14,ENSG00000171700.14,ENSG00000091844.8
5169	2	2	2	evm.model.000094F_arrow_pilon.58.update	ENSG00000067836.13
5170	2	2	2	evm.model.000041F_arrow_pilon.50.update	ENSG00000184924.6
5171	2	2	2	evm.model.000087F_arrow_pilon.12.update	ENSG00000211584.14
5172	2	2	2	evm.TU.000113F_arrow_pilon.34	ENSG00000165060.15
5173	2	2	2	evm.model.000428F_arrow_pilon.17.update	ENSG00000140274.14
5174	2	2	2	evm.model.000016F_arrow_pilon.9.update	ENSG00000140025.16
5175	3	2	3	evm.model.000583F_arrow_pilon.11.update	ENSG00000164176.13,ENSG00000140545.15
5176	3	2	3	evm.TU.000690F_arrow_pilon.3,evm.model.000540F_arrow_pilon.5.update	ENSG00000226690.9
5177	2	2	2	evm.TU.000013F_arrow_pilon.68	ENSG00000152382.6
5178	4	2	4	evm.TU.000046F_arrow_pilon.11	ENSG00000108468.15,ENSG00000122565.19,ENSG00000094916.16
5179	2	2	2	evm.model.000147F_arrow_pilon.12.update	ENSG00000159648.13
5180	3	2	3	evm.model.000398F_arrow_pilon.4.update,evm.TU.000631F_arrow_pilon.9	ENSG00000100483.14
5181	3	2	3	evm.model.000026F_arrow_pilon.55.update	ENSG00000186834.4,ENSG00000168517.11
5182	3	2	3	evm.model.000109F_arrow_pilon.24.update	ENSG00000178033.6,ENSG00000188820.13
5183	2	2	2	evm.TU.000131F_arrow_pilon.31	ENSG00000188846.14
5184	3	2	3	evm.model.000341F_arrow_pilon.2.update,evm.model.000942F_arrow_pilon.4.update	ENSG00000198920.11
5185	6	2	6	evm.model.000136F_arrow_pilon.5.update	ENSG00000145675.15,ENSG00000268173.3,ENSG00000105647.19,ENSG00000117461.15,ENSG00000278139.1
5186	3	2	3	evm.model.000433F_arrow_pilon.15.update	ENSG00000144785.8,ENSG00000257727.6
5187	2	2	2	evm.model.000059F_arrow_pilon.70.update	ENSG00000174442.12
5188	2	2	2	evm.model.000040F_arrow_pilon.19.update	ENSG00000169696.16
5189	2	2	2	evm.TU.000179F_arrow_pilon.33	ENSG00000146386.8
5190	2	2	2	MSTRG.18838.update	ENSG00000149743.14
5191	2	2	2	evm.model.000199F_arrow_pilon.20.update	ENSG00000143363.17
5192	3	2	3	evm.model.000906F_arrow_pilon.6.update	ENSG00000184840.12,ENSG00000158604.15
5193	3	2	3	evm.model.000016F_arrow_pilon.94.update	ENSG00000115956.10,ENSG00000100558.9
5194	2	2	2	evm.model.000069F_arrow_pilon.63.update	ENSG00000011295.16
5195	2	2	2	evm.model.000750F_arrow_pilon.3.update	ENSG00000180376.17
5196	3	2	3	evm.model.000317F_arrow_pilon.20.update	ENSG00000162704.16,ENSG00000136950.13
5197	3	2	3	evm.TU.000002F_arrow_pilon.99,evm.model.000144F_arrow_pilon.27.update	ENSG00000215187.13
5198	2	2	2	evm.model.000267F_arrow_pilon.6.update	ENSG00000165698.16
5199	3	2	3	evm.model.000116F_arrow_pilon.16.update2,evm.model.000116F_arrow_pilon.17.update	ENSG00000132424.17
5200	2	2	2	evm.model.000109F_arrow_pilon.15.update	ENSG00000119421.7
5201	3	2	3	evm.model.000228F_arrow_pilon.18.1.update,evm.model.000021F_arrow_pilon.3.update	ENSG00000198612.11
5202	5	2	5	evm.model.000187F_arrow_pilon.37.1.update	ENSG00000267281.3,ENSG00000170653.19,ENSG00000115966.18,ENSG00000146592.17
5203	4	2	4	evm.model.000063F_arrow_pilon.46.update	ENSG00000149485.19,ENSG00000221968.9,ENSG00000134824.14
5204	2	2	2	evm.model.000057F_arrow_pilon.24.update	ENSG00000164051.14
5205	2	2	2	evm.model.000379F_arrow_pilon.18.update	ENSG00000169621.10
5206	2	2	2	MSTRG.7987.update	ENSG00000156172.6
5207	3	2	3	evm.model.000104F_arrow_pilon.66.update	ENSG00000122035.7,ENSG00000128045.7
5208	2	2	2	evm.model.000008F_arrow_pilon.87.update	ENSG00000185262.9
5209	3	2	3	evm.model.000128F_arrow_pilon.53.update	ENSG00000135679.27,ENSG00000198625.14
5210	2	2	2	evm.model.000251F_arrow_pilon.13.update	ENSG00000091732.17
5211	2	2	2	evm.model.000060F_arrow_pilon.13.update	ENSG00000164902.14
5212	5	2	5	evm.model.000029F_arrow_pilon.40.update,MSTRG.307.update	ENSG00000184471.9,ENSG00000173918.15,ENSG00000133466.14
5213	4	2	4	evm.model.000088F_arrow_pilon.9.update	ENSG00000176566.5,ENSG00000119599.17,ENSG00000182308.7
5214	3	2	3	evm.model.000021F_arrow_pilon.37.update	ENSG00000100890.16,ENSG00000258790.1
5215	2	2	2	evm.model.000353F_arrow_pilon.12.update	ENSG00000271303.2
5216	2	2	2	evm.model.000765F_arrow_pilon.5.update	ENSG00000119655.11
5217	2	2	2	evm.model.000233F_arrow_pilon.22.update	ENSG00000136522.14
5218	2	2	2	evm.model.000146F_arrow_pilon.19.update	ENSG00000204347.4
5219	7	2	7	evm.TU.000500F_arrow_pilon.6,evm.TU.000191F_arrow_pilon.5,evm.TU.000129F_arrow_pilon.6,evm.TU.000603F_arrow_pilon.12,evm.model.000441F_arrow_pilon.23.update	ENSG00000274338.2,ENSG00000133962.8
5220	7	2	7	evm.model.000378F_arrow_pilon.3.update,evm.model.000067F_arrow_pilon.67.update,evm.TU.000055F_arrow_pilon.35,evm.model.000193F_arrow_pilon.15.update,evm.model.000591F_arrow_pilon.7.update	ENSG00000129151.9,ENSG00000185973.12
5221	2	2	2	evm.TU.000262F_arrow_pilon.18	ENSG00000165898.14
5222	2	2	2	evm.model.000013F_arrow_pilon.9.update	ENSG00000100227.19
5223	2	2	2	evm.model.000293F_arrow_pilon.22.update	ENSG00000080572.14
5224	2	2	2	evm.model.000137F_arrow_pilon.30.update	ENSG00000151929.10
5225	2	2	2	evm.model.000026F_arrow_pilon.56.update	ENSG00000100104.13
5226	9	2	9	evm.model.000509F_arrow_pilon.4.update,evm.model.000603F_arrow_pilon.3.update,evm.model.000509F_arrow_pilon.1.update,evm.TU.000509F_arrow_pilon.2,evm.TU.000603F_arrow_pilon.2	ENSG00000102924.12,ENSG00000141668.10,ENSG00000054803.4,ENSG00000139899.11
5227	2	2	2	evm.model.000166F_arrow_pilon.43.update	ENSG00000167468.19
5228	5	2	5	evm.model.000008F_arrow_pilon.34.update	ENSG00000151789.12,ENSG00000144331.20,ENSG00000161642.18,ENSG00000187595.17
5229	2	2	2	evm.model.000791F_arrow_pilon.1.update	ENSG00000174007.9
5230	2	2	2	evm.model.000518F_arrow_pilon.11.update	ENSG00000048405.11
5231	2	2	2	evm.model.000005F_arrow_pilon.67.update	ENSG00000100147.14
5232	2	2	2	evm.TU.000187F_arrow_pilon.16	ENSG00000155438.12
5233	5	2	5	evm.TU.000527F_arrow_pilon.9	ENSG00000164056.11,ENSG00000187678.10,ENSG00000136158.12,ENSG00000168939.12
5234	2	2	2	evm.TU.000087F_arrow_pilon.71	ENSG00000174173.7
5235	2	2	2	evm.model.000137F_arrow_pilon.21.update	ENSG00000176732.7
5236	2	2	2	evm.model.000097F_arrow_pilon.36.update	ENSG00000177600.9
5237	2	2	2	evm.model.000036F_arrow_pilon.82.update	ENSG00000178053.20
5238	2	2	2	evm.model.000187F_arrow_pilon.6.update	ENSG00000151117.9
5239	2	2	2	evm.model.000031F_arrow_pilon.59.update	ENSG00000122986.14
5240	2	2	2	evm.model.000258F_arrow_pilon.5.update	ENSG00000122484.9
5241	2	2	2	evm.model.000194F_arrow_pilon.28.update	ENSG00000123297.20
5242	3	2	3	evm.model.000015F_arrow_pilon.11.update,evm.model.000020F_arrow_pilon.30.update	ENSG00000160124.9
5243	3	2	3	evm.model.000067F_arrow_pilon.39.update	ENSG00000103269.14,ENSG00000141314.13
5244	3	2	3	evm.model.000072F_arrow_pilon.53.update	ENSG00000275066.5,ENSG00000274047.4
5245	7	2	7	evm.model.000378F_arrow_pilon.29.update,evm.model.000572F_arrow_pilon.3.update,evm.TU.000015F_arrow_pilon.60,evm.model.000416F_arrow_pilon.14.update	ENSG00000275368.2,ENSG00000184786.6,ENSG00000152760.10
5246	2	2	2	evm.TU.000314F_arrow_pilon.9	ENSG00000107020.10
5247	3	2	3	evm.model.000045F_arrow_pilon.55.update	ENSG00000285382.1,ENSG00000149600.12
5248	2	2	2	evm.TU.000067F_arrow_pilon.73	ENSG00000174547.13
5249	2	2	2	evm.model.000100F_arrow_pilon.16.update	ENSG00000145743.18
5250	2	2	2	evm.model.000433F_arrow_pilon.10.update	ENSG00000078487.18
5251	2	2	2	evm.model.000057F_arrow_pilon.3.update	ENSG00000073050.12
5252	2	2	2	evm.model.000139F_arrow_pilon.19.update	ENSG00000132471.12
5253	5	2	5	evm.model.000540F_arrow_pilon.16.update	ENSG00000072364.13,ENSG00000172493.23,ENSG00000144218.21,ENSG00000155966.14
5254	2	2	2	evm.TU.000118F_arrow_pilon.3	ENSG00000128789.21
5255	2	2	2	evm.TU.000188F_arrow_pilon.18	ENSG00000160345.13
5256	2	2	2	evm.model.000348F_arrow_pilon.37.update	ENSG00000143079.15
5257	5	2	5	evm.TU.000017F_arrow_pilon.15	ENSG00000146006.8,ENSG00000198739.11,ENSG00000162951.11,ENSG00000176204.14
5258	2	2	2	evm.model.000106F_arrow_pilon.41.update	ENSG00000133302.13
5259	3	2	3	evm.model.000362F_arrow_pilon.15.update	ENSG00000137073.24,ENSG00000143569.19
5260	2	2	2	evm.model.000410F_arrow_pilon.8.update	ENSG00000170619.10
5261	2	2	2	evm.model.000418F_arrow_pilon.18.update	ENSG00000173402.12
5262	2	2	2	evm.model.000556F_arrow_pilon.12.update	ENSG00000168404.13
5263	2	2	2	evm.model.000084F_arrow_pilon.57.update	ENSG00000109475.17
5264	3	2	3	evm.TU.000404F_arrow_pilon.8,evm.TU.000070F_arrow_pilon.21	ENSG00000145781.9
5265	4	2	4	evm.model.000334F_arrow_pilon.10.update	ENSG00000198517.10,ENSG00000197063.11,ENSG00000185022.12
5266	2	2	2	evm.model.000029F_arrow_pilon.23.update	ENSG00000121940.17
5267	2	2	2	MSTRG.4135.update	ENSG00000135338.14
5268	3	2	3	MSTRG.9268.update,evm.TU.000436F_arrow_pilon.6	ENSG00000178074.6
5269	4	2	4	evm.model.000404F_arrow_pilon.18.update	ENSG00000119950.21,ENSG00000059728.11,ENSG00000123933.17
5270	2	2	2	evm.model.000001F_arrow_pilon.108.update	ENSG00000148814.18
5271	4	2	4	evm.model.000026F_arrow_pilon.60.update	ENSG00000185482.8,ENSG00000141750.7,ENSG00000144681.11
5272	2	2	2	evm.model.000231F_arrow_pilon.9.update	ENSG00000001167.15
5273	2	2	2	evm.TU.000103F_arrow_pilon.19	ENSG00000116459.11
5274	2	2	2	evm.model.000007F_arrow_pilon.63.update	ENSG00000163605.15
5275	4	2	4	evm.model.000002F_arrow_pilon.138.update	ENSG00000139266.6,ENSG00000144583.5,ENSG00000183654.9
5276	2	2	2	evm.TU.000088F_arrow_pilon.8	ENSG00000173465.8
5277	5	2	5	evm.model.000076F_arrow_pilon.43.update	ENSG00000075461.6,ENSG00000006116.4,ENSG00000142408.7,ENSG00000166862.7
5278	3	2	3	evm.model.000011F_arrow_pilon.90.update1,evm.model.000011F_arrow_pilon.90.update2	ENSG00000074201.9
5279	2	2	2	evm.model.000127F_arrow_pilon.62.update	ENSG00000151881.15
5280	2	2	2	evm.model.000342F_arrow_pilon.1.update	ENSG00000180992.7
5281	8	2	8	evm.model.000016F_arrow_pilon.111.update,evm.model.000479F_arrow_pilon.10.update	ENSG00000136327.7,ENSG00000119919.12,ENSG00000125820.6,ENSG00000180053.8,ENSG00000183072.10,ENSG00000125816.5
5282	2	2	2	evm.model.000498F_arrow_pilon.15.update	ENSG00000145354.12
5283	2	2	2	evm.model.000074F_arrow_pilon.27.update	ENSG00000117862.13
5284	3	2	3	evm.model.000047F_arrow_pilon.10.update,evm.model.000047F_arrow_pilon.11.update	ENSG00000167693.17
5285	2	2	2	evm.TU.000111F_arrow_pilon.41	ENSG00000128590.5
5286	3	2	3	evm.TU.000016F_arrow_pilon.49	ENSG00000155099.8,ENSG00000165782.11
5287	2	2	2	evm.model.000419F_arrow_pilon.9.update	ENSG00000140319.11
5288	17	2	17	MSTRG.16885.update,evm.TU.000001F_arrow_pilon.124,evm.TU.000001F_arrow_pilon.123,evm.model.000077F_arrow_pilon.4.update,evm.model.000077F_arrow_pilon.5.update,evm.model.000605F_arrow_pilon.14.update,evm.TU.000071F_arrow_pilon.43,evm.TU.000010F_arrow_pilon.10,evm.model.000071F_arrow_pilon.41.update,evm.model.000001F_arrow_pilon.128.update,evm.TU.000195F_arrow_pilon.27,evm.model.000001F_arrow_pilon.120.update,evm.model.000001F_arrow_pilon.121.update,evm.TU.000129F_arrow_pilon.41	ENSG00000164039.15,ENSG00000100612.14,ENSG00000109016.18
5289	4	2	4	evm.model.000136F_arrow_pilon.9.1.update	ENSG00000157510.14,ENSG00000196526.11,ENSG00000169129.15
5290	7	2	7	evm.model.000227F_arrow_pilon.15.update	ENSG00000204536.15,ENSG00000206355.11,ENSG00000234114.8,ENSG00000223533.8,ENSG00000224180.8,ENSG00000206457.10
5291	4	2	4	evm.model.000020F_arrow_pilon.4.update,evm.model.000015F_arrow_pilon.34.update	ENSG00000161011.20,ENSG00000284099.3
5292	6	2	6	evm.model.000207F_arrow_pilon.23.update,evm.TU.000207F_arrow_pilon.28	ENSG00000137462.9,ENSG00000174123.11,ENSG00000174130.12,ENSG00000174125.8
5293	2	2	2	evm.model.000002F_arrow_pilon.52.update	ENSG00000214087.9
5294	3	2	3	evm.model.000485F_arrow_pilon.13.update	ENSG00000101888.12,ENSG00000132661.4
5295	2	2	2	evm.model.000378F_arrow_pilon.14.update	ENSG00000124160.12
5296	4	2	4	evm.model.000100F_arrow_pilon.38.update	ENSG00000141873.11,ENSG00000143570.19,ENSG00000165794.10
5297	2	2	2	evm.model.000268F_arrow_pilon.8.update	ENSG00000143436.11
5298	3	2	3	evm.model.000027F_arrow_pilon.59.update	ENSG00000177508.12,ENSG00000170549.4
5299	2	2	2	evm.model.000109F_arrow_pilon.27.update	ENSG00000184708.18
5300	3	2	3	evm.model.000066F_arrow_pilon.1.update	ENSG00000077009.14,ENSG00000106733.21
5301	2	2	2	evm.model.000456F_arrow_pilon.7.update	ENSG00000188931.4
5302	2	2	2	evm.model.000347F_arrow_pilon.15.update	ENSG00000155463.14
5303	3	2	3	evm.TU.000392F_arrow_pilon.17	ENSG00000286905.1,ENSG00000171865.10
5304	2	2	2	evm.TU.000296F_arrow_pilon.15	ENSG00000134809.9
5305	2	2	2	MSTRG.6304.update	ENSG00000179902.13
5306	2	2	2	MSTRG.5891.update	ENSG00000186132.15
5307	6	2	6	MSTRG.1026.update,MSTRG.12.update,MSTRG.997.update,evm.TU.001195F_arrow_pilon.2,evm.TU.000389F_arrow_pilon.13	ENSG00000187824.9
5308	2	2	2	evm.TU.000002F_arrow_pilon.62	ENSG00000249961.10
5309	2	2	2	evm.model.000435F_arrow_pilon.23.update	ENSG00000144034.16
5310	2	2	2	evm.TU.000016F_arrow_pilon.57	ENSG00000175334.8
5311	2	2	2	evm.model.000084F_arrow_pilon.21.update	ENSG00000175287.19
5312	2	2	2	evm.model.000162F_arrow_pilon.14.update	ENSG00000095574.12
5313	2	2	2	MSTRG.4287.update	ENSG00000161036.13
5314	2	2	2	evm.model.000023F_arrow_pilon.13.1.update	ENSG00000148950.11
5315	2	2	2	evm.model.000016F_arrow_pilon.48.update	ENSG00000213977.8
5316	3	2	3	evm.model.000592F_arrow_pilon.14.update,evm.model.000592F_arrow_pilon.15.update1	ENSG00000128513.16
5317	2	2	2	evm.TU.000093F_arrow_pilon.46	ENSG00000213066.13
5318	3	2	3	evm.model.000191F_arrow_pilon.3.update,evm.model.000291F_arrow_pilon.9.update	ENSG00000187713.7
5319	2	2	2	evm.TU.000025F_arrow_pilon.32	ENSG00000123349.15
5320	2	2	2	evm.model.000362F_arrow_pilon.24.update	ENSG00000056972.20
5321	2	2	2	evm.TU.000031F_arrow_pilon.48	ENSG00000197889.10
5322	2	2	2	evm.model.000364F_arrow_pilon.7.update	ENSG00000185261.15
5323	5	2	5	evm.TU.000536F_arrow_pilon.7	ENSG00000276886.4,ENSG00000166923.12,ENSG00000180875.5,ENSG00000282046.3
5324	3	2	3	evm.model.000074F_arrow_pilon.12.update	ENSG00000205927.5,ENSG00000177468.7
5325	3	2	3	evm.model.000641F_arrow_pilon.4.update,evm.model.000041F_arrow_pilon.18.update	ENSG00000213221.5
5326	3	2	3	evm.model.000014F_arrow_pilon.72.update	ENSG00000166153.17,ENSG00000121690.11
5327	2	2	2	evm.TU.000131F_arrow_pilon.18	ENSG00000172809.13
5328	3	2	3	evm.model.000704F_arrow_pilon.12.update	ENSG00000164576.12,ENSG00000164105.4
5329	2	2	2	evm.model.000201F_arrow_pilon.35.update	ENSG00000116670.15
5330	2	2	2	MSTRG.1573.update	ENSG00000197345.13
5331	3	2	3	evm.model.000037F_arrow_pilon.53.update,evm.model.000005F_arrow_pilon.89.update	ENSG00000183346.9
5332	2	2	2	evm.model.000001F_arrow_pilon.13.update	ENSG00000117533.15
5333	3	2	3	evm.model.000024F_arrow_pilon.2.update,evm.model.000024F_arrow_pilon.74.update	ENSG00000106803.10
5334	2	2	2	evm.TU.000217F_arrow_pilon.41	ENSG00000137880.6
5335	4	2	4	MSTRG.15954.update,evm.model.000030F_arrow_pilon.74.update	ENSG00000006625.18,ENSG00000281039.1
5336	2	2	2	evm.model.000006F_arrow_pilon.18.update	ENSG00000143158.11
5337	2	2	2	evm.model.000434F_arrow_pilon.4.update	ENSG00000174429.4
5338	2	2	2	evm.TU.000017F_arrow_pilon.19	ENSG00000120686.12
5339	3	2	3	evm.TU.000763F_arrow_pilon.15	ENSG00000256591.5,ENSG00000167985.7
5340	2	2	2	evm.TU.001042F_arrow_pilon.4	ENSG00000121897.15
5341	2	2	2	evm.TU.000351F_arrow_pilon.29	ENSG00000186184.20
5342	7	2	7	evm.model.000058F_arrow_pilon.2.update,evm.model.000167F_arrow_pilon.30.update,MSTRG.11642.update,MSTRG.2855.update,evm.TU.000058F_arrow_pilon.3	ENSG00000171428.15,ENSG00000156006.5
5343	2	2	2	evm.model.000127F_arrow_pilon.7.update	ENSG00000132541.11
5344	2	2	2	evm.model.000074F_arrow_pilon.4.update	ENSG00000196072.12
5345	2	2	2	evm.model.000433F_arrow_pilon.14.update	ENSG00000143612.21
5346	2	2	2	evm.model.000058F_arrow_pilon.46.update	ENSG00000170476.16
5347	3	2	3	evm.model.000245F_arrow_pilon.6.update	ENSG00000188747.9,ENSG00000116701.15
5348	4	2	4	evm.model.000553F_arrow_pilon.21.update,evm.model.000063F_arrow_pilon.60.update	ENSG00000161939.19,ENSG00000258315.5
5349	6	2	6	evm.model.000048F_arrow_pilon.71.update,evm.model.000048F_arrow_pilon.67.update,evm.TU.000048F_arrow_pilon.68,evm.TU.000048F_arrow_pilon.70	ENSG00000185674.10,ENSG00000144214.10
5350	2	2	2	evm.model.000820F_arrow_pilon.6.update	ENSG00000197587.11
5351	2	2	2	evm.model.000333F_arrow_pilon.4.update	ENSG00000176101.12
5352	2	2	2	evm.model.000351F_arrow_pilon.23.update	ENSG00000166263.13
5353	2	2	2	evm.model.000168F_arrow_pilon.49.update	ENSG00000100865.15
5354	2	2	2	evm.TU.000004F_arrow_pilon.32	ENSG00000100575.14
5355	3	2	3	evm.TU.000317F_arrow_pilon.21	ENSG00000102471.15,ENSG00000131507.11
5356	2	2	2	MSTRG.14451.update	ENSG00000151665.13
5357	2	2	2	evm.model.000704F_arrow_pilon.9.update	ENSG00000144445.17
5358	3	2	3	evm.model.000001F_arrow_pilon.31.update	ENSG00000122557.11,ENSG00000051108.15
5359	4	2	4	evm.model.000111F_arrow_pilon.50.update	ENSG00000108947.5,ENSG00000090776.6,ENSG00000125266.8
5360	2	2	2	evm.model.000119F_arrow_pilon.22.update	ENSG00000173253.16
5361	2	2	2	evm.model.000001F_arrow_pilon.76.update	ENSG00000178096.9
5362	2	2	2	evm.model.000070F_arrow_pilon.11.update	ENSG00000081154.12
5363	12	2	12	evm.model.000121F_arrow_pilon.24.update,evm.model.000096F_arrow_pilon.2.update,evm.model.000121F_arrow_pilon.22.update	ENSG00000117152.14,ENSG00000135824.12,ENSG00000116741.8,ENSG00000253148.1,ENSG00000090104.12,ENSG00000127074.15,ENSG00000143248.13,ENSG00000150681.10,ENSG00000143333.7
5364	2	2	2	evm.model.000002F_arrow_pilon.47.update	ENSG00000100216.6
5365	3	2	3	evm.model.000275F_arrow_pilon.24.update	ENSG00000160284.15,ENSG00000274679.4
5366	2	2	2	evm.model.000200F_arrow_pilon.41.update	ENSG00000151327.13
5367	2	2	2	evm.model.000488F_arrow_pilon.16.update	ENSG00000162004.19
5368	4	2	4	evm.model.000335F_arrow_pilon.2.update	ENSG00000178573.7,ENSG00000182759.4,ENSG00000204103.4
5369	4	2	4	MSTRG.12887.update,evm.TU.000001F_arrow_pilon.106,evm.model.000001F_arrow_pilon.107.update	ENSG00000137090.12
5370	3	2	3	evm.model.000048F_arrow_pilon.22.update	ENSG00000164778.4,ENSG00000163064.7
5371	2	2	2	evm.model.000605F_arrow_pilon.2.update	ENSG00000166220.14
5372	2	2	2	evm.model.000141F_arrow_pilon.15.update	ENSG00000163832.16
5373	2	2	2	evm.model.000217F_arrow_pilon.7.update	ENSG00000106927.12
5374	3	2	3	evm.model.000303F_arrow_pilon.21.update	ENSG00000173207.13,ENSG00000123975.5
5375	5	2	5	evm.model.000195F_arrow_pilon.35.update	ENSG00000166592.12,ENSG00000088320.4,ENSG00000139890.10,ENSG00000164949.8
5376	3	2	3	evm.model.000302F_arrow_pilon.23.update	ENSG00000135365.17,ENSG00000056487.16
5377	2	2	2	evm.model.000076F_arrow_pilon.6.update	ENSG00000105176.18
5378	3	2	3	evm.model.000035F_arrow_pilon.16.update	ENSG00000239779.7,ENSG00000166272.18
5379	2	2	2	evm.model.000028F_arrow_pilon.21.update	ENSG00000089693.11
5380	2	2	2	evm.model.000014F_arrow_pilon.75.update	ENSG00000120256.11
5381	2	2	2	evm.model.000456F_arrow_pilon.11.update	ENSG00000105404.11
5382	2	2	2	evm.model.000065F_arrow_pilon.61.update	ENSG00000283361.2
5383	8	2	8	evm.model.000236F_arrow_pilon.22.update	ENSG00000204438.11,ENSG00000223932.6,ENSG00000233210.6,ENSG00000206408.8,ENSG00000228605.6,ENSG00000232312.6,ENSG00000236011.6
5384	5	2	5	evm.model.000215F_arrow_pilon.18.update	ENSG00000154553.16,ENSG00000120913.24,ENSG00000131435.13,ENSG00000107438.9
5385	4	2	4	MSTRG.17095.update,MSTRG.262.update	ENSG00000141570.11,ENSG00000183741.12
5386	2	2	2	evm.TU.000110F_arrow_pilon.11	ENSG00000113068.10
5387	3	2	3	evm.TU.000167F_arrow_pilon.46	ENSG00000213145.10,ENSG00000257341.5
5388	10	2	10	evm.model.000068F_arrow_pilon.58.update,MSTRG.5359.update,evm.TU.000201F_arrow_pilon.16,evm.TU.000201F_arrow_pilon.13,evm.TU.000201F_arrow_pilon.17,evm.TU.000218F_arrow_pilon.5,evm.model.000112F_arrow_pilon.38.update,evm.model.000201F_arrow_pilon.14.update,evm.model.000484F_arrow_pilon.1.update	ENSG00000126267.11
5389	3	2	3	evm.model.000043F_arrow_pilon.38.update	ENSG00000280689.3,ENSG00000165714.11
5390	3	2	3	evm.model.000047F_arrow_pilon.23.update	ENSG00000129951.19,ENSG00000117600.14
5391	2	2	2	evm.model.000141F_arrow_pilon.16.update	ENSG00000185127.6
5392	3	2	3	evm.model.000307F_arrow_pilon.12.update	ENSG00000113196.3,ENSG00000164107.9
5393	5	2	5	MSTRG.12424.update	ENSG00000157150.5,ENSG00000035862.12,ENSG00000102265.12,ENSG00000100234.12
5394	3	2	3	evm.model.000045F_arrow_pilon.5.update	ENSG00000170775.3,ENSG00000170075.10
5395	3	2	3	evm.TU.000025F_arrow_pilon.83	ENSG00000152078.10,ENSG00000271092.5
5396	2	2	2	evm.model.000014F_arrow_pilon.19.update	ENSG00000054148.18
5397	2	2	2	evm.TU.000551F_arrow_pilon.1	ENSG00000117505.13
5398	2	2	2	evm.TU.000333F_arrow_pilon.7	ENSG00000167118.11
5399	2	2	2	evm.model.000615F_arrow_pilon.7.update	ENSG00000174276.7
5400	2	2	2	evm.model.000181F_arrow_pilon.28.update	ENSG00000168566.13
5401	2	2	2	evm.model.000615F_arrow_pilon.10.update	ENSG00000142039.4
5402	4	2	4	evm.model.000074F_arrow_pilon.70.update	ENSG00000113722.18,ENSG00000165556.10,ENSG00000131264.4
5403	2	2	2	evm.model.000278F_arrow_pilon.34.update	ENSG00000147874.11
5404	2	2	2	evm.model.000000F_arrow_pilon.86.update	ENSG00000181991.16
5405	4	2	4	evm.model.000277F_arrow_pilon.31.update	ENSG00000163377.16,ENSG00000198673.11,ENSG00000183662.12
5406	3	2	3	evm.model.000353F_arrow_pilon.28.update	ENSG00000160325.15,ENSG00000280479.2
5407	5	2	5	MSTRG.397.update,MSTRG.8309.update	ENSG00000147443.13,ENSG00000146094.16,ENSG00000115325.14
5408	2	2	2	evm.TU.000126F_arrow_pilon.25	ENSG00000130159.15
5409	3	2	3	evm.TU.000637F_arrow_pilon.4	ENSG00000131668.14,ENSG00000043039.7
5410	2	2	2	evm.TU.000141F_arrow_pilon.26	ENSG00000164167.12
5411	2	2	2	evm.model.000115F_arrow_pilon.31.update	ENSG00000119844.16
5412	3	2	3	evm.model.000153F_arrow_pilon.33.update	ENSG00000110958.16,ENSG00000267060.7
5413	3	2	3	MSTRG.10087.update	ENSG00000213625.9,ENSG00000104660.19
5414	2	2	2	evm.model.000119F_arrow_pilon.51.update	ENSG00000169446.6
5415	2	2	2	evm.model.000070F_arrow_pilon.36.update	ENSG00000205269.6
